neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;availability_365;number_of_reviews_ltm
De Baarsjes - Oud-West;5.237.260.224.746.900;4.873.058.781.108.230;Entire home/apt;180;6;0;5;0
IJburg - Zeeburgereiland;52.354.185.473.184.000;4.994.070.419.732.650;Entire home/apt;150;1;1;58;1
Bos en Lommer;52.383.388.178.856.200;48.467.681.400.835.400;Private room;109;3;4;54;4
Oud-Oost;5.235.874.250.000.000;4.922.371.699.999.990;Entire home/apt;850;4;1;73;1
Oud-Oost;523.630.793;4.928.684.400.000.000;Entire home/apt;246;2;0;12;0
Oostelijk Havengebied - Indische Buurt;5.236.421.674.866.370;4.942.787.828.599.970;Entire home/apt;180;5;0;35;0
De Pijp - Rivierenbuurt;523.458.463;48.877.519;Entire home/apt;262;2;0;357;0
Centrum-West;5.237.931.973.268.290;4.883.712.698.295.220;Entire home/apt;200;1;2;50;2
Watergraafsmeer;523.575.605.466.799;4.939.313.014.466.290;Entire home/apt;200;3;4;2;4
De Baarsjes - Oud-West;52.372.572.587.603.200;4.850.250.189.297.010;Entire home/apt;236;2;1;71;1
De Pijp - Rivierenbuurt;52.342.739.667.453.700;4.908.478.371.798.990;Entire home/apt;200;2;3;0;3
Noord-West;52.405.499.982.783.000;489.932.990.564.663;Entire home/apt;599;3;0;0;0
Gaasperdam - Driemond;5.230.949.831.758.460;50.171.193.349.397.300;Entire home/apt;275;2;2;66;2
Geuzenveld - Slotermeer;5.237.134.256.934.660;48.299.971.158.691.300;Entire home/apt;119;2;2;28;2
De Baarsjes - Oud-West;523.615.869;48.656.837;Entire home/apt;250;2;0;7;0
IJburg - Zeeburgereiland;5.234.678.085.881.990;5.006.300.359.374.690;Entire home/apt;401;2;2;0;2
Centrum-Oost;5.236.231.714.128.220;488.377.300.558.514;Entire home/apt;278;2;3;0;3
Bos en Lommer;5.237.800.678.770.480;48.514.901.444.024.700;Entire home/apt;250;5;0;45;0
Noord-West;5.242.165.177.224.980;4.899.433.372.545.820;Entire home/apt;140;2;1;35;1
De Baarsjes - Oud-West;5.236.104.225.161.500;48.563.831.861.085;Entire home/apt;400;14;0;1;0
Zuid;5.233.822;484.783;Entire home/apt;470;2;2;11;2
Centrum-West;5.237.143;489.231;Entire home/apt;194;2;2;0;2
De Baarsjes - Oud-West;5.236.135.893.560.410;486.122.827.779.587;Entire home/apt;175;3;2;69;2
De Baarsjes - Oud-West;5.235.798.224.567.780;4.857.148.953.063.150;Entire home/apt;235;2;3;35;3
De Pijp - Rivierenbuurt;52.355.461.671.396.700;4.903.492.454.782.630;Entire home/apt;261;4;3;265;3
Geuzenveld - Slotermeer;5.238.443.126.807.790;483.776.830.136.776;Entire home/apt;160;2;0;253;0
Oud-Oost;523.559.188;49.166.938;Entire home/apt;120;12;0;21;0
Centrum-West;5.238.066.762.087.400;4.881.815.621.256.500;Entire home/apt;320;1;2;284;2
De Baarsjes - Oud-West;5.236.775.553.603.730;4.874.214.828.014.370;Private room;150;2;12;42;12
Centrum-West;523.823.433;48.894.602;Entire home/apt;175;3;0;222;0
De Baarsjes - Oud-West;523.658.139;48.502.209;Entire home/apt;277;2;1;266;1
De Baarsjes - Oud-West;5.236.722.039.459.990;4.871.429.289.295.750;Entire home/apt;360;2;3;4;3
Osdorp;523.532.378;4.793.248.999.999.990;Entire home/apt;140;2;3;280;3
De Baarsjes - Oud-West;5.237.263.531.392.140;4.856.962.786.103.360;Entire home/apt;225;2;0;249;0
Centrum-West;52.376.954.131.812.400;4.879.938.997.328.280;Entire home/apt;180;2;5;0;5
De Pijp - Rivierenbuurt;52.355.116.369.935.500;4.899.110.086.262.220;Entire home/apt;230;1;5;43;5
De Pijp - Rivierenbuurt;52.350.803.926.246.900;4.888.389.918.358.590;Entire home/apt;200;4;2;68;2
Slotervaart;5.234.856.449.827.860;4.843.907.205.248.070;Entire home/apt;250;5;2;17;2
Bos en Lommer;52.374.480.888.249.400;48.473.800.012.100.000;Entire home/apt;200;2;0;4;0
Oostelijk Havengebied - Indische Buurt;5.236.646.448.975.730;4.939.332.051.908.400;Entire home/apt;600;2;1;353;1
Oud-Noord;5.239.216.933.028.080;4.914.145.357.907.080;Entire home/apt;250;2;3;10;3
De Baarsjes - Oud-West;523.706.266.989.932;4.869.661.146.032.720;Entire home/apt;280;5;0;310;0
Bos en Lommer;5.237.874.179.321.180;4.852.323.521.018.770;Entire home/apt;195;2;4;14;4
De Pijp - Rivierenbuurt;52.352.421.426.639.500;4.903.977.953.257.570;Private room;135;2;2;50;2
De Pijp - Rivierenbuurt;5.235.251.747.432.080;4.903.445.452.790.750;Entire home/apt;220;3;0;3;0
Westerpark;5.238.378.729.025.810;4.873.303.330.877.990;Entire home/apt;200;2;1;0;1
IJburg - Zeeburgereiland;52.353.675.643.652.100;5.003.131.929.805.980;Entire home/apt;229;5;0;289;0
De Baarsjes - Oud-West;5.237.107.345.755.110;4.861.193.709.075.450;Private room;120;2;3;1;3
Bos en Lommer;523.777.741;48.586.146;Entire home/apt;500;3;1;198;1
Centrum-West;5.238.307;488.674;Entire home/apt;240;1;2;136;2
Zuid;5.235.242.581.880.850;48.550.336.091.667.400;Entire home/apt;186;1;0;107;0
Bos en Lommer;523.775.918.873.574;4.861.826.862.867.370;Entire home/apt;275;5;0;249;0
Oostelijk Havengebied - Indische Buurt;5.236.211.628.970.230;4.943.118.226.391.140;Entire home/apt;350;1;0;0;0
De Baarsjes - Oud-West;52.367.687.545.582.500;4.870.850.554.152.420;Entire home/apt;199;3;5;0;5
Centrum-Oost;523.725.767;49.010.089;Entire home/apt;655;2;0;315;0
De Baarsjes - Oud-West;523.712.129.980.311;48.528.883.535.993.400;Entire home/apt;180;2;1;39;1
De Pijp - Rivierenbuurt;5.234.831.823.005.090;49.071.891.402.215.100;Entire home/apt;199;2;0;85;0
De Pijp - Rivierenbuurt;523.504.999;4.887.281.499.999.990;Entire home/apt;400;2;0;356;0
Oostelijk Havengebied - Indische Buurt;5.236.491.129.666.760;4.939.332.336.223.090;Entire home/apt;275;5;0;7;0
Noord-West;524.041;491.316;Entire home/apt;250;2;2;37;2
Bijlmer-Oost;5.231.239.251.467.360;4.969.872.437.591.050;Entire home/apt;181;5;0;64;0
Centrum-West;523.707.293;48.822.041;Entire home/apt;1107;2;3;36;3
Bos en Lommer;5.237.282.330.000.000;48.442.478;Entire home/apt;495;3;0;0;0
De Baarsjes - Oud-West;5.236.628.575.413.870;4.862.416.716.211.220;Entire home/apt;175;3;0;66;0
Oud-Noord;523.871.784.005.968;4.917.697.492.065.420;Entire home/apt;103;5;2;0;2
Oud-Oost;52.363.527.330.087.600;4.924.471.378.326.410;Entire home/apt;278;3;3;41;3
Zuid;5.235.363.582.205.740;4.867.178.427.165.690;Entire home/apt;736;3;1;320;1
Zuid;5.234.317.804.730.870;4.862.317.315.379.210;Private room;110;3;0;162;0
Centrum-Oost;52.372.596.404.683.300;4.903.903.866.299.610;Entire home/apt;807;2;2;15;2
Centrum-Oost;523.600.584;4.893.339.699.999.990;Entire home/apt;210;1;2;2;2
Oud-Oost;5.236.594.754.992.330;4.926.968.044.538.250;Entire home/apt;320;4;0;43;0
Oud-Oost;5.235.921.596.253.000;4.927.253.646.928.660;Entire home/apt;175;2;2;0;2
Bos en Lommer;52.383.241.197.764.400;4.849.933.028.028.640;Entire home/apt;200;2;1;2;1
Buitenveldert - Zuidas;5.232.665.885.029.090;48.598.480.485.607.200;Entire home/apt;200;4;3;11;3
De Pijp - Rivierenbuurt;52.348.013.496.234.000;4.909.852.300.553.540;Private room;190;7;1;5;1
De Pijp - Rivierenbuurt;52.346.474.205.275.300;4.911.545.753.313.420;Private room;157;1;1;176;1
De Pijp - Rivierenbuurt;52.348.371.421.819.700;4.911.357.441.663.210;Private room;228;7;1;286;1
Noord-Oost;52.401.180.665.780.300;4.929.309.062.995.390;Entire home/apt;85;14;0;2;0
Zuid;5.234.867.674.793.460;4.846.678.464.083.630;Entire home/apt;145;4;1;0;1
Westerpark;5.237.309.382.634.600;4.870.273.837.315.450;Entire home/apt;200;1;0;39;0
Centrum-West;52.366.179.815.358.200;4.882.337.328.408.700;Entire home/apt;282;1;4;339;4
De Baarsjes - Oud-West;5.236.167.584.375.830;4.860.127.881.835.970;Entire home/apt;350;3;0;316;0
Zuid;5.235.016.261.656.210;4.850.222.746.039.890;Entire home/apt;329;1;3;314;3
De Baarsjes - Oud-West;5.237.431.681.655.930;4.858.056.776.878.350;Entire home/apt;225;3;1;98;1
De Baarsjes - Oud-West;5.236.636.559.999.990;48.540.667;Entire home/apt;350;4;0;65;0
Slotervaart;5.236.946.951.912.820;4.837.457.554.914.660;Entire home/apt;350;2;0;308;0
Centrum-Oost;523.661.119.318.397;4.887.491.757.245.190;Entire home/apt;950;1;0;342;0
Oud-Oost;5.234.919.639.316.460;491.324.434.542.581;Entire home/apt;245;3;1;11;1
Noord-West;524.186.682;48.959.442;Entire home/apt;280;2;1;242;1
De Baarsjes - Oud-West;5.236.051.842.501.100;4.862.266.592.681.400;Entire home/apt;380;14;0;249;0
Oud-Noord;5.239.278;492.953;Entire home/apt;205;5;0;1;0
De Pijp - Rivierenbuurt;523.526.308.953.621;48.981.913.505.985.700;Entire home/apt;148;2;0;42;0
De Baarsjes - Oud-West;52.366.477.056.979;4.865.335.864.605.020;Entire home/apt;1343;2;0;354;0
Buitenveldert - Zuidas;52.332.508.335.117.700;4.870.363.175.868.980;Entire home/apt;197;1;4;77;4
Oud-Noord;5.240.065.176.903.120;4.914.280.380.268.080;Entire home/apt;155;5;0;13;0
Oud-Oost;52.356.610.070.042.400;4.920.716.916.197.820;Entire home/apt;160;3;1;218;1
Oud-Noord;52.393.184.457.279.500;4.925.070.222.995.620;Entire home/apt;220;3;2;29;2
De Baarsjes - Oud-West;5.236.566.698.517.730;4.872.210.128.849.110;Entire home/apt;165;30;0;97;0
De Baarsjes - Oud-West;52.372.458.463.278.400;4.848.418.053.124.160;Entire home/apt;150;2;0;3;0
Centrum-Oost;5.236.526;490.346;Entire home/apt;220;5;0;338;0
De Pijp - Rivierenbuurt;52.356.069.390.703.600;4.890.261.603.144.040;Entire home/apt;155;3;0;0;0
Oud-Oost;5.235.290.930.204.080;4.915.863.494.208.670;Entire home/apt;396;25;3;109;3
Zuid;5.235.520.709.476.320;4.877.207.047.560.980;Entire home/apt;582;3;0;14;0
Watergraafsmeer;5.235.702;493.439;Entire home/apt;150;2;3;6;3
De Pijp - Rivierenbuurt;523.564.951.033.737;4.896.660.730.943.880;Entire home/apt;350;1;4;221;4
Zuid;5.234.960.656.159.620;4.861.514.100.732.110;Entire home/apt;206;1;0;39;0
Centrum-Oost;5.236.391.947.492.340;4.897.430.511.406.760;Entire home/apt;510;30;0;343;0
De Pijp - Rivierenbuurt;5.235.635;488.942;Entire home/apt;425;2;2;285;2
Bos en Lommer;52.372.628;48.389.096;Entire home/apt;125;5;1;42;1
Centrum-Oost;5.236.594.122.763.730;4.882.910.429.296.670;Entire home/apt;325;1;0;322;0
Centrum-Oost;52.372.868.692.034.500;49.049.355.775.834.700;Entire home/apt;250;4;5;11;5
Centrum-West;5.236.637.014.064.570;4.880.456.700.965.160;Entire home/apt;525;3;1;5;1
De Pijp - Rivierenbuurt;52.357.874.009.639.200;4.903.093.059.408.280;Private room;229;1;0;354;0
Oud-Oost;52.357.195;4.912.004.599.999.990;Entire home/apt;140;1;1;60;1
Zuid;5.234.431.841.965.190;486.486.196.915.286;Entire home/apt;229;2;0;163;0
De Pijp - Rivierenbuurt;523.567.486;48.980.969;Entire home/apt;175;1;2;318;2
De Pijp - Rivierenbuurt;5.235.135.700.000.000;4.894.187;Entire home/apt;280;1;4;8;4
Bos en Lommer;523.736.337;48.432.542;Entire home/apt;335;4;1;53;1
Centrum-Oost;5.237.140.841.739.510;49.275.087.610.912.700;Entire home/apt;168;2;1;5;1
De Pijp - Rivierenbuurt;5.234.714.219.180.470;4.906.193.218.080.450;Entire home/apt;314;3;0;360;0
De Pijp - Rivierenbuurt;5.235.837.187.284.030;4.903.285.754.389.020;Private room;254;1;0;347;0
De Pijp - Rivierenbuurt;5.235.728.287.019.760;490.112.411.699.063;Private room;246;1;0;346;0
Centrum-West;5.238.163.693.908.280;4.882.937.025.063.280;Entire home/apt;216;2;0;140;0
Zuid;523.484.203;48.507.482;Entire home/apt;306;2;1;32;1
Oud-Noord;523.915.090.087.589;4.913.767.492.743.230;Entire home/apt;235;3;0;65;0
De Pijp - Rivierenbuurt;5.235.706.627.287.140;4.901.192.607.137.320;Private room;220;1;0;317;0
De Pijp - Rivierenbuurt;5.235.406.907.029.890;489.388.541.957.398;Entire home/apt;399;2;0;68;0
Centrum-West;52.366.124.144.013.400;4.882.193.948.785.010;Entire home/apt;278;1;5;321;5
Watergraafsmeer;5.235.251.141.049.270;4.922.859.464.391.870;Entire home/apt;172;2;2;46;2
De Pijp - Rivierenbuurt;5.234.736.297.877.040;4.902.702.390.161.890;Entire home/apt;471;3;0;62;0
Zuid;52.354.037;48.554.469;Entire home/apt;253;2;0;13;0
De Baarsjes - Oud-West;52.360.980.747.617.700;4.857.453.568.091.920;Entire home/apt;259;4;2;15;2
Westerpark;523.742.357;4.868.196.999.999.990;Entire home/apt;168;3;0;40;0
De Pijp - Rivierenbuurt;52.352.176.772.636.500;4.903.004.342.940.220;Entire home/apt;249;3;1;0;1
De Pijp - Rivierenbuurt;5.235.715.979.365.780;4.887.357.491.438.980;Entire home/apt;219;2;0;10;0
Westerpark;5.237.693;487.332;Entire home/apt;285;2;1;3;1
Centrum-Oost;5.236.884.816.786.310;4.912.923.323.778.910;Entire home/apt;200;2;0;37;0
De Baarsjes - Oud-West;5.235.967.343.994.170;4.850.977.462.348.330;Entire home/apt;235;5;1;15;1
Oud-Oost;52.363.656.195.130.400;4.923.840.769.035.550;Entire home/apt;225;3;0;243;0
Westerpark;52.384.064.952.855.200;4.880.753.356.821.640;Entire home/apt;600;4;0;221;0
Bos en Lommer;5.238.017.269.209.070;4.858.103.056.467.810;Entire home/apt;167;2;1;60;1
Centrum-Oost;5.236.388.299.999.990;4.904.487;Entire home/apt;250;3;0;2;0
De Baarsjes - Oud-West;523.724.912;48.733.304;Entire home/apt;350;1;0;336;0
IJburg - Zeeburgereiland;5.237.239.437.296.800;49.646.964.009.571.300;Entire home/apt;139;3;1;25;1
Oud-Oost;5.235.139.722.638.250;4.911.883.175.674.060;Entire home/apt;450;1;2;14;2
De Baarsjes - Oud-West;5.236.967.199.999.990;48.564.701;Entire home/apt;212;4;0;34;0
De Pijp - Rivierenbuurt;5.234.822.091.018.220;4.909.292.235.503.850;Entire home/apt;140;5;0;8;0
Geuzenveld - Slotermeer;5.238.355.164.426.190;4.836.966.071.149.670;Entire home/apt;160;4;1;11;1
Westerpark;5.238.917.867.963.690;48.799.513.040.082.500;Entire home/apt;130;7;0;228;0
Bos en Lommer;523.759.664;4.859.331.699.999.990;Entire home/apt;457;2;0;116;0
Zuid;5.235.641.310.234.090;4.876.611.924.389.980;Entire home/apt;375;2;1;341;1
IJburg - Zeeburgereiland;523.640.603;4.985.089.299.999.990;Entire home/apt;304;20;0;33;0
Oostelijk Havengebied - Indische Buurt;52.366.480.264.335.600;49.508.278.517.613.500;Entire home/apt;469;3;0;42;0
Geuzenveld - Slotermeer;5.238.030.127.782.960;4.800.313.514.856.220;Entire home/apt;85;21;0;41;0
Centrum-West;5.237.036;489.002;Entire home/apt;127;5;0;298;0
Centrum-Oost;523.689;49.069.071;Entire home/apt;176;1;1;2;1
Oostelijk Havengebied - Indische Buurt;523.587.311;49.370.182;Entire home/apt;210;1;1;5;1
De Pijp - Rivierenbuurt;5.235.674.597.942.920;4.895.663.304.230.290;Entire home/apt;300;1;0;22;0
Centrum-West;52.372.173.161.339.900;4.886.719.028.836.060;Entire home/apt;289;1;1;4;1
De Baarsjes - Oud-West;523.622.613;4.858.364.799.999.990;Entire home/apt;340;3;0;51;0
Slotervaart;523.611.362;48.433.513;Entire home/apt;120;2;0;17;0
De Pijp - Rivierenbuurt;5.235.294.597.821.390;4.898.046.216.743.660;Private room;150;2;0;163;0
De Baarsjes - Oud-West;523.718.413;48.737.045;Entire home/apt;210;2;0;257;0
Westerpark;5.238.408.284.413.920;4.879.697.299.082.290;Entire home/apt;152;2;0;11;0
De Baarsjes - Oud-West;523.734.116;486.092;Entire home/apt;180;2;0;24;0
Centrum-West;523.703.567;4.877.598.799.999.990;Private room;109;3;0;40;0
De Pijp - Rivierenbuurt;52.350.102.027.136.300;4.889.008.954.735.560;Entire home/apt;160;12;0;42;0
Zuid;523.534.397;48.859.233;Entire home/apt;410;2;0;173;0
Centrum-West;52.374.776.818.602.000;487.953.834.484.637;Entire home/apt;351;2;2;3;2
De Baarsjes - Oud-West;52.366.046.770.987.600;4.878.179.312.526.140;Entire home/apt;374;2;0;207;0
De Baarsjes - Oud-West;52.366.554.822.143.700;48.717.487.742.541.700;Entire home/apt;233;2;1;2;1
De Baarsjes - Oud-West;523.703.020.594.251;4.867.395.881.724.140;Entire home/apt;380;4;0;334;0
Oud-Oost;5.235.471.380.163.860;4.918.619.812.422.240;Entire home/apt;250;3;0;178;0
Noord-West;52.406.998;4.904.777;Entire home/apt;360;3;0;17;0
Oostelijk Havengebied - Indische Buurt;5.236.100.251.589.850;4.946.134.013.046.890;Entire home/apt;215;2;0;102;0
Noord-Oost;5.238.679.615.216.430;4.957.338.333.909.940;Entire home/apt;260;3;0;78;0
Centrum-Oost;5.236.139;489.312;Entire home/apt;289;3;0;26;0
De Baarsjes - Oud-West;52.372.432.185.090.800;4.856.494.245.710.080;Entire home/apt;220;10;0;31;0
Geuzenveld - Slotermeer;52.381.759.849.671.400;4.783.208.035.443.110;Entire home/apt;145;2;0;175;0
De Baarsjes - Oud-West;5.237.093.347.031.470;4.869.671.113.363.260;Entire home/apt;400;5;0;77;0
Geuzenveld - Slotermeer;5.238.170.745.881.480;4.783.272.408.459.460;Entire home/apt;138;2;0;181;0
Oostelijk Havengebied - Indische Buurt;52.367.121.162.920.100;4.934.267.092.775.050;Private room;90;1;0;331;0
Westerpark;5.238.271;487.573;Entire home/apt;180;3;0;11;0
De Pijp - Rivierenbuurt;5.235.061.387.930.100;4.888.122.324.476.340;Entire home/apt;450;2;0;353;0
Centrum-West;5.237.772;487.997;Entire home/apt;240;4;0;21;0
Westerpark;523.895.911;48.776.415;Entire home/apt;360;4;0;33;0
Watergraafsmeer;523.559.752;49.313.739;Entire home/apt;180;1;0;202;0
Bos en Lommer;5.237.844.989.911.400;4.851.504.004.481.840;Entire home/apt;320;3;0;3;0
Westerpark;523.807.768;4.878.664.199.999.990;Entire home/apt;96;15;0;35;0
De Baarsjes - Oud-West;52.364.947;4.853.438;Entire home/apt;208;2;0;5;0
Bos en Lommer;5.237.830.675.426.010;4.844.731.686.978.070;Entire home/apt;320;2;0;9;0
De Baarsjes - Oud-West;5.236.166.739.999.990;48.615.952;Entire home/apt;500;1;0;50;0
Oud-Oost;5.235.133.170.582.960;4.913.713.503.543.720;Entire home/apt;264;4;0;349;0
Bos en Lommer;523.817.394;48.539.336;Entire home/apt;285;1;1;353;1
De Pijp - Rivierenbuurt;5.234.991.295.400.790;4.901.014.387.441.000;Entire home/apt;160;2;0;17;0
De Baarsjes - Oud-West;5.236.564;485.745;Entire home/apt;200;1;0;222;0
Oud-Oost;5.235.103.240.730.880;4.914.303.157.290.220;Entire home/apt;284;3;1;354;1
Bos en Lommer;5.238.341.609.988.210;485.357.277.887.272;Entire home/apt;96;2;1;68;1
De Pijp - Rivierenbuurt;523.549.388;4.902.114.399.999.990;Entire home/apt;1000;1;1;301;1
Geuzenveld - Slotermeer;5.237.366.842.000.370;4.834.087.563.656.960;Entire home/apt;695;3;0;199;0
Oud-Oost;52.355.974.219.389.400;4.909.315.571.737.940;Entire home/apt;99;2;0;21;0
De Pijp - Rivierenbuurt;5.235.459.583.023.020;4.888.213.335.422.230;Entire home/apt;500;2;0;163;0
Centrum-West;52.370.200.333.848.400;488.605.378.253.738;Entire home/apt;314;18;0;330;0
De Baarsjes - Oud-West;523.729.169.108.181;485.733.108.249.334;Entire home/apt;116;2;0;8;0
Zuid;5.235.519.516.823.970;4.868.769.193.367.240;Entire home/apt;280;3;0;34;0
Centrum-West;5.237.049.193.257.680;4.897.854.336.394.750;Entire home/apt;470;2;0;19;0
De Baarsjes - Oud-West;5.235.936;485.461;Entire home/apt;389;3;1;358;1
Watergraafsmeer;52.352.406;49.327.439;Private room;98;1;1;81;1
De Baarsjes - Oud-West;5.237.142.872.631.500;486.487.336.229.403;Entire home/apt;232;2;0;5;0
Watergraafsmeer;5.234.935.963.262.130;4.941.347.538.334.560;Entire home/apt;150;6;0;21;0
Oud-Oost;5.235.646.344.789.120;4.918.370.019.081.060;Entire home/apt;175;1;2;9;2
Bos en Lommer;5.237.666;485.559;Private room;130;1;0;10;0
Oud-Oost;5.236.253.858.858.240;492.719.006.099.869;Entire home/apt;184;3;0;20;0
Oud-Noord;52.388.089.715.829.000;49.011.016.043.548.300;Entire home/apt;140;3;0;6;0
Oostelijk Havengebied - Indische Buurt;5.236.210.644.940.880;4.944.124.394.370.710;Entire home/apt;379;2;0;124;0
De Baarsjes - Oud-West;5.236.951.257.953.200;4.861.135.781.524.070;Entire home/apt;131;4;0;20;0
Buitenveldert - Zuidas;52.336.289.376.213.700;4.873.883.971.735.810;Entire home/apt;225;2;0;27;0
Bos en Lommer;5.238.488.976.860.060;4.856.656.887.167.620;Entire home/apt;160;5;0;38;0
De Pijp - Rivierenbuurt;52.353.285.576.167.100;489.195.058.874.526;Entire home/apt;300;5;0;2;0
De Baarsjes - Oud-West;5.236.976.226.702.420;485.420.980.291.015;Private room;85;30;0;301;0
De Baarsjes - Oud-West;52.362.053.990.047.700;4.865.852.661.221.960;Entire home/apt;560;2;0;71;0
De Baarsjes - Oud-West;5.237.188.432.221.850;4.869.978.534.761.690;Entire home/apt;300;4;0;250;0
De Baarsjes - Oud-West;5.236.309.705.433.100;4.861.711.221.454.480;Entire home/apt;200;2;0;362;0
De Baarsjes - Oud-West;5.236.644.819.976.620;4.876.633.249.113.560;Entire home/apt;220;1;0;23;0
Zuid;5.234.949.529.610.230;4.851.440.425.744.150;Entire home/apt;140;1;0;264;0
Buitenveldert - Zuidas;523.282.487.781.479;4.877.619.494.511.080;Entire home/apt;127;3;0;73;0
Watergraafsmeer;5.235.452.851.792.020;4.941.418.491.841.680;Entire home/apt;280;3;0;8;0
Zuid;5.235.013.328.896.080;4.847.263.981.757.580;Entire home/apt;186;5;0;10;0
Slotervaart;5.235.015.969.445.560;4.828.479.030.419.150;Entire home/apt;180;2;0;13;0
De Baarsjes - Oud-West;5.236.171.084.651.240;4.859.250.242.852.770;Private room;225;1;0;113;0
Centrum-West;523.790.342.469.049;4.893.610.272.055.290;Private room;217;2;2;36;2
Westerpark;5.237.715.389.423.080;4.877.510.782.471.820;Entire home/apt;300;2;0;122;0
Centrum-West;5.237.909.912.770.740;4.881.952.626.458.750;Private room;90;31;0;263;0
Oostelijk Havengebied - Indische Buurt;5.237.763;492.352;Entire home/apt;280;5;0;264;0
De Pijp - Rivierenbuurt;5.234.840.192.833.150;4.906.024.003.996.260;Entire home/apt;139;3;0;18;0
De Baarsjes - Oud-West;523.651.444.574.423;4.852.750.548.306.040;Entire home/apt;223;2;0;47;0
Centrum-Oost;523.757.397;49.024.059;Entire home/apt;251;5;0;113;0
Centrum-West;5.236.749.174.527.430;4.893.273.972.407.520;Entire home/apt;302;3;0;27;0
De Baarsjes - Oud-West;52.365.867.733.561.800;4.874.968.909.776.800;Entire home/apt;210;2;0;1;0
De Pijp - Rivierenbuurt;523.448.952;48.989.994;Entire home/apt;750;3;0;253;0
Centrum-Oost;523.692.861;49.208.381;Entire home/apt;200;3;0;7;0
Centrum-West;5.237.896.839.805.740;4.892.400.879.597.080;Private room;227;2;1;39;1
